666,1
667,1
668,2
669,1
670,10
671,22
672,15
673,46
674,11
675,30
676,29
678,44
679,35
680,8
681,6
682,29
683,7
684,108
685,65
686,28
687,7
688,4
689,30
690,63
691,8
692,98
693,52
694,33
695,3
696,26
697,23
698,5
699,63
700,2
701,8
702,19
703,11
704,6
705,99
706,1
707,48
708,53
709,75
710,44
711,1
712,13
713,41
714,7
715,42
716,21
717,21
718,10
719,4
720,30
721,27
722,13
723,12
724,39
725,3
726,3
727,33
728,13
729,45
730,11
731,12
732,106
733,5
734,2
735,91
736,50
737,22
738,8
739,75
740,32
741,29
742,146
743,4
744,39
745,11
746,68
747,51
748,95
749,13
750,69
751,73
752,14
753,16
754,24
755,38
756,35
757,1
758,1
759,1
760,8
761,16
762,49
763,73
764,9
765,8
766,2
767,3
768,16
769,8
770,29
771,6
772,23
773,5
774,12
775,8
776,4
778,42
779,4
780,26
781,33
782,1
783,9
785,12
786,3
787,3
789,30
790,23
791,2
792,58
793,5
794,28
795,3
796,12
797,10
798,2
799,3
800,9
801,1
802,10
804,2
805,17
806,27
807,4
808,8
809,13
810,9
811,15
812,7
813,36
814,1
815,40
816,5
817,1
818,6
819,7
820,22
821,7
822,1
823,17
824,12
825,31
826,13
827,14
828,3
829,7
831,16
832,2
833,21
834,4
835,8
836,16
837,18
838,1
839,2
840,15
841,12
842,12
843,9
844,22
845,82
846,14
847,31
848,5
849,11
850,3
851,3
853,11
854,11
855,40
856,24
859,2
860,2
862,3
863,16
864,28
865,11
866,49
867,4
868,4
869,7
870,1
871,10
872,11
873,14
874,14
875,15
876,5
877,7
878,7
879,48
880,14
881,8
882,12
883,4
884,4
885,1
886,14
887,27
888,7
889,2
890,4
892,10
893,1
894,3
895,33
896,22
898,18
899,2
900,23
901,1
902,22
903,6
904,8
905,9
906,6
908,5
909,6
912,1
913,1
914,3
915,10
916,6
917,4
918,3
919,57
920,1
921,33
922,21
923,40
924,36
925,15
926,26
927,3
928,34
929,10
930,12
931,4
932,11
933,2
934,18
935,2
936,22
937,16
938,4
939,38
940,3
941,18
942,26
943,21
944,14
945,28
946,23
947,8
948,5
949,28
950,8
951,8
952,17
953,7
954,6
955,26
956,30
958,9
959,32
960,13
961,20
962,12
963,34
964,4
965,14
966,22
967,3
968,12
969,52
970,4
971,21
972,10
973,2
974,12
975,17
976,1
977,9
978,6
979,10
980,10
982,6
983,1
984,11
985,5
986,4
988,11
989,9
990,7
991,2
992,2
993,35
994,1
995,14
996,2
997,2
998,3
999,4
1000,2
1001,4
1002,1
1003,1
1004,4
1005,14
1006,5
1007,37
1008,18
1009,31
1010,18
1011,38
1012,58
1013,4
1014,31
1015,2
1016,63
1017,18
1018,10
1019,24
1020,25
1021,24
1022,13
1023,5
1024,6
1025,11
1027,1
1028,48
1029,2
1030,3
1031,1
1032,4
1033,10
1034,5
1035,28
1036,8
1037,2
1038,5
1039,70
1040,4
1041,22
1042,10
1043,2
1044,18
1045,10
1046,17
1047,33
1048,24
1049,3
1050,24
1051,18
1052,5
1053,10
1054,2
1055,4
1056,5
1057,3
1058,7
1059,11
1060,11
1061,9
1062,8
1063,19
1064,4
1065,31
1066,5
1067,25
1068,5
1069,10
1070,18
1071,5
1072,1
1073,44
1074,22
1075,3
1077,3
1078,6
1079,7
1080,2
1081,2
1084,13
1085,5
1086,9
1087,1
1088,2
1089,4
1090,6
1091,10
1093,9
1094,2
1095,4
1097,9
1098,28
1099,7
1100,2
1101,50
1102,2
1103,12
1104,2
1105,4
1106,2
1107,7
1108,1
1109,14
1110,12
1111,4
1112,3
1113,10
1114,5
1115,15
1116,7
1117,7
1118,17
1119,31
1120,6
1121,13
1122,1
1123,2
1124,10
1125,4
1126,17
1127,2
1128,3
1129,16
1130,1
1131,9
1132,6
1133,8
1134,18
1135,14
1136,15
1137,18
1138,3
1139,5
1140,2
1141,3
1142,35
1143,10
1144,1
1145,1
1147,16
1148,4
1149,18
1150,5
1152,13
1153,9
1154,5
1155,1
1157,9
1158,3
1159,6
1160,15
1161,3
1163,7
1166,5
1167,7
1168,11
1169,9
1170,9
1171,3
1172,9
1173,2
1174,2
1175,2
1176,7
1178,3
1179,1
1180,1
1181,2
1183,3
1184,1
1185,3
1186,1
1187,6
1188,9
1189,3
1190,4
1191,1
1192,7
1193,8
1194,25
1195,5
1196,1
1197,22
1198,2
1199,7
1200,4
1201,1
1202,5
1203,15
1204,10
1205,1
1206,3
1207,2
1208,5
1209,3
1210,11
1211,5
1212,2
1214,1
1215,2
1216,2
1217,11
1218,13
1219,6
1220,12
1221,17
1222,4
1223,2
1224,2
1225,1
1226,18
1227,1
1228,9
1229,1
1231,3
1232,2
1233,2
1234,1
1235,1
1237,2
1238,2
1239,4
1240,13
1241,2
1242,2
1243,3
1244,7
1245,9
1248,4
1249,2
1251,6
1252,3
1253,2
1255,1
1258,4
1260,1
1261,3
1262,3
1263,4
1264,3
1265,6
1266,6
1267,10
1268,4
1269,6
1271,2
1273,3
1275,1
1276,2
1277,10
1278,9
1279,2
1280,4
1281,5
1282,3
1283,5
1284,6
1285,4
1286,10
1288,4
1289,1
1291,1
1293,2
1294,2
1295,1
1296,6
1297,5
1298,4
1299,3
1300,1
1301,3
1302,2
1303,2
1304,1
1305,1
1306,1
1311,3
1312,3
1313,7
1315,10
1316,2
1317,1
1321,1
1323,1
1324,1
1326,4
1327,1
1328,3
1331,2
1333,1
1335,2
1338,1
1344,2
1346,1
1347,1
1353,1
1355,1
1356,1
1358,1
1361,1
1367,3
1368,3
1369,1
1370,1
1372,2
1375,4
1376,1
1377,2
1379,1
1380,1
1381,1
1383,1
1385,2
1386,1
1388,2
1389,1
1391,1
1392,1
1394,1
1395,1
1396,5
1397,3
1398,2
1400,3
1401,8
1402,2
1403,1
1404,5
1405,3
1406,1
1409,3
1410,1
1411,7
1413,2
1415,2
1418,2
1419,1
1421,5
1425,3
1426,3
1427,1
1428,6
1429,2
1431,3
1434,2
1435,1
1438,1
1439,2
1440,1
1442,1
1443,3
1444,2
1445,1
1446,6
1448,1
1449,8
1450,1
1451,10
1452,1
1454,1
1456,5
1458,1
1459,3
1462,3
1463,2
1464,1
1466,4
1467,2
1468,3
1469,5
1470,1
1471,2
1472,1
1473,5
1474,2
1475,2
1478,4
1479,1
1480,1
1481,1
1482,1
1483,7
1484,1
1485,2
1488,2
1490,1
1491,1
1492,1
1495,2
1496,2
1497,1
1498,1
1499,2
1500,2
1501,2
1503,4
1504,2
1505,1
1506,2
1511,1
1512,4
1514,3
1515,1
1516,2
1517,2
1518,4
1519,1
1523,1
1524,7
1525,1
1526,1
1529,1
1531,4
1533,1
1534,2
1535,2
1536,1
1537,3
1540,3
1541,1
1542,1
1544,1
1547,1
1553,1
1554,1
1555,1
1558,4
1560,2
1573,1
1585,1
1589,1
1591,2
1592,3
1593,1
1594,2
1597,1
1598,1
1599,1
1600,1
1602,1
1604,1
1605,1
1607,1
1612,2
1613,1
1615,4
1616,1
1617,1
1620,4
1622,1
1623,3
1625,1
1628,2
1629,1
1631,1
1636,1
1639,3
1642,2
1643,2
1645,1
1646,1
1650,1
1651,1
1653,1
1656,1
1658,1
1662,1
1664,3
1674,1
